Timestamp,Speed,X,Y,Z
0 days 00:00:05.847000,51.666666666666664,-1028.170817748442,3314.8600984294812,1892.1403407664673
0 days 00:00:06.116000,54.001735555555555,-1011.0,3515.0,1893.0
0 days 00:00:06.327000,55.83333333333333,-1005.4833579463664,3586.407765379473,1893.0039712482894
0 days 00:00:06.376000,55.83333333333333,-1004.0,3604.0,1893.0
0 days 00:00:06.487000,55.83333333333333,-999.3680489861151,3655.1983831274565,1893.0430721240405
0 days 00:00:06.727000,55.83333333333333,-986.3199595562246,3798.4773816347433,1893.78014595273
0 days 00:00:06.756000,55.83333333333333,-985.0,3815.0,1894.0
0 days 00:00:06.876000,55.83333333333333,-980.0,3881.0,1895.0
0 days 00:00:06.887000,55.83333333333333,-979.504472284748,3887.0546708088073,1895.0451311245497
0 days 00:00:07.036000,55.83333333333333,-972.0,3970.0,1895.0
0 days 00:00:07.047000,55.83333333333333,-971.4339705697494,3976.127267983538,1895.0171398673424
0 days 00:00:07.236000,55.83333333333333,-962.0,4081.0,1896.0
0 days 00:00:07.247000,55.83333333333333,-961.4880498422308,4087.084873423994,1896.0617200815852
0 days 00:00:07.496000,67.93749688888889,-950.0,4230.0,1897.0
0 days 00:00:07.527000,69.44444444444444,-948.2452302520953,4250.049172692031,1897.0071579729813
0 days 00:00:07.736000,69.73472213333334,-935.0,4396.0,1897.0
0 days 00:00:07.876000,69.92916657777778,-927.0,4493.0,1898.0
0 days 00:00:07.927000,70.0,-924.0454571397726,4528.309535644956,1898.1260482475682
0 days 00:00:08.076000,72.2763879111111,-915.0,4633.0,1898.0
0 days 00:00:08.127000,73.05555555555556,-911.7302941380293,4670.064243819415,1898.1550861690457
0 days 00:00:08.275000,73.56944444444444,-902.0,4780.0,1899.0
0 days 00:00:08.287000,73.61111111111111,-901.2251081646333,4788.909080259455,1899.0587851692235
0 days 00:00:08.487000,75.55555555555556,-888.6516293429431,4937.140355584511,1899.7285330365928
0 days 00:00:08.575000,76.30040025516483,-883.0,5004.0,1900.0
0 days 00:00:08.815000,78.33179489046287,-867.0,5190.0,1901.0
0 days 00:00:08.848000,78.61111111111111,-864.8666230439236,5214.271719646029,1901.1837118865524
0 days 00:00:08.975000,79.05208355555555,-856.0,5315.0,1902.0
0 days 00:00:09.008000,79.16666666666667,-853.0892510496769,5348.631952574302,1902.2363861344434
0 days 00:00:09.235000,80.31313163636362,-830.0,5618.0,1904.0
0 days 00:00:09.448000,81.38888888888889,-819.3120113962123,5736.060831238069,1905.4412166136487
0 days 00:00:09.635000,82.03819466666666,-802.0,5936.0,1906.0
0 days 00:00:09.688000,82.22222222222221,-792.9329848326715,6043.4076657231,1905.965168892657
0 days 00:00:09.755000,82.39670155555555,-781.0,6186.0,1906.0
0 days 00:00:09.975000,82.96961822222221,-757.0,6483.0,1908.0
0 days 00:00:10.008000,83.05555555555556,-754.6324980070477,6512.43178672582,1908.2767627484948
0 days 00:00:10.408000,78.05555555555556,-737.3801712549657,6715.633152748732,1909.9679440926107
0 days 00:00:10.415000,77.8854151111111,-737.0,6720.0,1910.0
0 days 00:00:10.568000,74.16666666666667,-727.2673117331647,6832.123898269542,1910.786452713859
0 days 00:00:10.635000,72.770832,-723.0,6882.0,1911.0
0 days 00:00:10.728000,70.83333333333333,-717.6184578291372,6946.0626690266145,1911.0470977355487
0 days 00:00:10.895000,68.32060088888889,-708.0,7062.0,1911.0
0 days 00:00:10.968000,67.22222222222221,-702.8958204458951,7122.59521237801,1911.2824621393618
0 days 00:00:11.095000,64.31401752095815,-694.0,7228.0,1912.0
0 days 00:00:11.247000,60.83333333333333,-686.7226625875704,7316.346594528823,1912.6307203686142
0 days 00:00:11.476000,55.608136380952374,-679.0,7413.0,1913.0
0 days 00:00:11.527000,54.44444444444444,-676.9416307884933,7438.28672513729,1912.97215430344
0 days 00:00:11.636000,52.325001244444444,-672.0,7498.0,1913.0
0 days 00:00:11.727000,50.55555555555556,-667.164246539438,7554.7594333358775,1913.4906469561165
0 days 00:00:11.887000,48.61111111111111,-658.3133907879942,7656.1629217959835,1914.8478236998722
0 days 00:00:11.916000,48.047223466666665,-657.0,7671.0,1915.0
0 days 00:00:12.087000,44.72222222222222,-651.3432865698335,7733.348879442834,1915.1817657950874
0 days 00:00:12.276000,40.78472355555555,-646.0,7788.0,1915.0
0 days 00:00:12.527000,35.55555555555556,-635.1425727429956,7893.144886037229,1915.8334026400673
0 days 00:00:12.576000,35.21527822222222,-633.0,7911.0,1916.0
0 days 00:00:12.687000,34.44444444444444,-628.4026933017996,7944.056723117998,1916.2993216255277
0 days 00:00:12.847000,31.38888888888889,-621.7924960990572,7979.8197478710545,1916.6483513175426
0 days 00:00:12.936000,30.255787851851853,-617.0,8005.0,1917.0
0 days 00:00:13.087000,28.333333333333332,-605.9944553538417,8059.194952060799,1917.8350044788403
0 days 00:00:13.136000,27.652778666666666,-600.0,8079.0,1918.0
0 days 00:00:13.316000,25.152778666666666,-569.0,8152.0,1918.0
0 days 00:00:13.327000,25.0,-567.391931083517,8155.439159114142,1918.0040362095087
0 days 00:00:13.736000,22.396412444444447,-537.0,8204.0,1919.0
0 days 00:00:13.807000,21.944444444444443,-529.497848727133,8213.157806363683,1919.060752918597
0 days 00:00:14.016000,20.815586765432098,-499.0,8247.0,1919.0
0 days 00:00:14.167000,20.0,-470.60105905943567,8269.318711891052,1918.9782263971395
0 days 00:00:14.196000,19.908459797979795,-465.0,8273.0,1919.0
0 days 00:00:14.596000,18.645833535353532,-390.0,8303.0,1920.0
0 days 00:00:14.607000,18.61111111111111,-388.00025562289704,8303.516112863288,1920.0170733561795
0 days 00:00:14.807000,17.5,-352.2417892504574,8311.05114545161,1920.1049871051566
0 days 00:00:15.035000,17.049228841579996,-317.0,8317.0,1920.0
0 days 00:00:15.088000,16.944444444444443,-310.296329723128,8318.234922632055,1919.9925759886933
0 days 00:00:15.255000,17.23437511111111,-290.0,8323.0,1920.0
0 days 00:00:15.408000,17.5,-265.64996496123956,8331.553957982582,1920.0171938774477
0 days 00:00:15.495000,18.01785752380952,-251.0,8338.0,1920.0
0 days 00:00:15.688000,19.166666666666668,-220.17804204151838,8355.54923624356,1919.8996569654294
0 days 00:00:15.755000,18.934027555555556,-211.0,8362.0,1920.0
0 days 00:00:16.008000,18.055555555555554,-182.84519703499322,8394.376616435678,1920.9878372768853
0 days 00:00:16.015000,18.036110933333333,-182.0,8396.0,1921.0
0 days 00:00:16.195000,17.536110933333333,-160.0,8447.0,1921.0
0 days 00:00:16.208000,17.5,-158.843080851411,8449.926633810315,1921.011618313519
0 days 00:00:16.368000,16.38888888888889,-151.57832977700713,8470.527098429193,1921.4535490200255
0 days 00:00:16.555000,16.55121533333333,-150.0,8484.0,1922.0
0 days 00:00:16.688000,16.666666666666668,-147.21452626783224,8503.400018636972,1921.9678100241888
0 days 00:00:16.835000,17.006944592592593,-144.0,8532.0,1922.0
0 days 00:00:17.048000,17.5,-142.0501226820724,8578.944309605276,1922.9150411247542
0 days 00:00:17.075000,17.5,-142.0,8584.0,1923.0
0 days 00:00:17.288000,17.5,-143.06923424170452,8613.963704450087,1923.089493802299
0 days 00:00:17.355000,17.96527822222222,-144.0,8624.0,1923.0
0 days 00:00:17.608000,19.72222222222222,-150.02397276409886,8673.73785031948,1922.6765167079623
0 days 00:00:17.675000,20.497685925925925,-152.0,8688.0,1923.0
0 days 00:00:17.796000,21.898148148148145,-156.0,8714.0,1924.0
0 days 00:00:17.848000,22.5,-158.20369297282096,8725.718872948662,1924.1795239421863
0 days 00:00:18.016000,23.929897609526144,-167.0,8765.0,1924.0
0 days 00:00:18.207000,25.555555555555554,-178.28728089033325,8809.588427355451,1924.7693727957965
0 days 00:00:18.276000,26.593749037037036,-184.0,8831.0,1925.0
0 days 00:00:18.447000,29.166666666666664,-203.43006982944684,8902.472990732856,1925.019708467565
0 days 00:00:18.556000,29.797453333333333,-216.0,8949.0,1925.0
0 days 00:00:18.687000,30.555555555555554,-228.51960903654475,8996.45713816281,1925.2241754631696
0 days 00:00:18.956000,35.892855873015876,-248.0,9073.0,1926.0
0 days 00:00:18.967000,36.11111111111111,-248.73263979036125,9075.8817441167,1926.0175756452334
0 days 00:00:19.287000,40.55555555555556,-272.5858825695272,9169.56637680404,1926.0289315355242
0 days 00:00:19.316000,41.05902666666667,-276.0,9183.0,1926.0
0 days 00:00:19.447000,43.333333333333336,-295.0266457113518,9257.926090760791,1925.8251172722453
0 days 00:00:19.576000,44.627314172839505,-313.0,9330.0,1926.0
0 days 00:00:19.807000,46.94444444444444,-330.1151940285653,9405.468910229352,1927.7843381467583
0 days 00:00:19.856000,47.624999111111116,-334.0,9423.0,1928.0
0 days 00:00:19.967000,49.166666666666664,-344.9175021476549,9471.665778099867,1928.0286155748172
0 days 00:00:20.036000,50.029165866666666,-353.0,9511.0,1928.0
0 days 00:00:20.167000,51.666666666666664,-370.8016955991086,9609.073515033353,1928.2609041739927
0 days 00:00:20.327000,52.5,-391.44255894529954,9733.179280965825,1928.8950836189392
0 days 00:00:20.356000,52.85242977777778,-394.0,9749.0,1929.0
0 days 00:00:20.487000,54.44444444444444,-400.84024700181465,9793.680800178721,1929.4272728644794
0 days 00:00:20.656000,54.44444444444444,-405.0,9835.0,1930.0
0 days 00:00:20.847000,54.44444444444444,-414.1402247775232,9936.862145562665,1930.8373442751656
0 days 00:00:20.916000,55.642360000000004,-417.0,9976.0,1931.0
0 days 00:00:21.007000,57.22222222222222,-419.6682759178541,10023.913440892833,1931.0143364287899
0 days 00:00:21.116000,57.67638862222222,-422.0,10090.0,1931.0
0 days 00:00:21.207000,58.05555555555556,-423.99564000665623,10166.365601671278,1931.224138086831
0 days 00:00:21.376000,59.44254997979798,-427.0,10325.0,1932.0
0 days 00:00:21.647000,61.666666666666664,-427.09878177715154,10451.570814205976,1933.0459521559128
0 days 00:00:21.695000,61.666666666666664,-427.0,10436.0,1933.0
0 days 00:00:21.808000,61.666666666666664,-426.9229039044804,10342.096076382322,1932.5001586410465
0 days 00:00:21.915000,61.666666666666664,-427.0,10260.0,1932.0
0 days 00:00:22.008000,61.666666666666664,-427.1473266929968,10254.70662158273,1931.9039976827432
0 days 00:00:22.208000,61.666666666666664,-427.10801895582597,10412.742428983813,1932.5901796004678
0 days 00:00:22.295000,64.28472414814814,-426.0,10494.0,1933.0
0 days 00:00:22.448000,68.88888888888889,-422.2686789306912,10631.027299496554,1933.7732813559087
0 days 00:00:22.495000,69.31319502222222,-421.0,10667.0,1934.0
0 days 00:00:22.795000,72.02152835555555,-412.0,10838.0,1935.0
0 days 00:00:22.848000,72.5,-409.50138306172386,10875.33838263405,1935.010794824808
0 days 00:00:22.935000,72.80208355555555,-405.0,10940.0,1935.0
0 days 00:00:23.008000,73.05555555555556,-401.3516248560521,10989.860734063544,1935.1013588524086
0 days 00:00:23.248000,74.72222222222221,-386.3310032837021,11151.870001807609,1935.8916529998182
0 days 00:00:23.315000,74.87731496296296,-378.0,11220.0,1936.0
0 days 00:00:23.475000,75.24768533333332,-352.0,11414.0,1936.0
0 days 00:00:23.488000,75.27777777777777,-350.12849230190886,11427.18619169353,1935.9978507668445
0 days 00:00:23.848000,77.22222222222221,-313.922473916479,11622.270427191017,1936.0145936340555
0 days 00:00:23.875000,77.35347253333333,-310.0,11640.0,1936.0
0 days 00:00:23.975000,77.83958364444445,-293.0,11716.0,1936.0
0 days 00:00:24.155000,78.71458364444443,-258.0,11853.0,1937.0
0 days 00:00:24.248000,79.16666666666667,-237.35143693678992,11923.229725625988,1937.1441294281517
0 days 00:00:24.376000,79.61111111111111,-206.0,12020.0,1937.0
0 days 00:00:24.408000,79.72222222222221,-197.6592914991608,12044.256230126253,1936.979113926147
0 days 00:00:24.687000,80.55555555555556,-117.7165050997544,12253.517472957617,1936.9988062504976
0 days 00:00:24.696000,80.569444345679,-115.0,12260.0,1937.0
0 days 00:00:24.916000,80.90895051851851,-41.0,12422.0,1937.0
0 days 00:00:25.047000,81.11111111111111,22.21618203017196,12544.4367275273,1936.9766926537723
0 days 00:00:25.136000,81.46428546031746,65.0,12623.0,1937.0
0 days 00:00:25.327000,82.22222222222221,136.91484549273852,12742.403161602131,1937.252570318797
0 days 00:00:25.496000,82.61342577777778,197.0,12831.0,1937.0
0 days 00:00:25.687000,83.05555555555556,286.0321148932239,12955.374472345768,1935.9433569886053
0 days 00:00:25.716000,83.22337925925926,305.0,12979.0,1936.0
0 days 00:00:25.916000,84.38078666666667,457.0,13157.0,1938.0
0 days 00:00:25.927000,84.44444444444444,462.6870185149295,13164.098747324071,1938.0756827432278
0 days 00:00:26.167000,85.0,481.9248317171557,13215.484339428642,1937.604566416919
0 days 00:00:26.356000,85.74999974603175,679.0,13370.0,1938.0
0 days 00:00:26.447000,86.11111111111111,907.9950664668952,13540.575927654058,1939.2941337198522
0 days 00:00:26.556000,86.20572911111111,1190.0,13746.0,1941.0
0 days 00:00:26.767000,86.38888888888889,1376.6176835470353,13856.670772634629,1941.9548059816798
0 days 00:00:26.916000,86.73379614814816,1418.0,13862.0,1942.0
0 days 00:00:27.007000,86.94444444444444,1467.4463989822025,13884.106494679178,1942.1583024210834
0 days 00:00:27.167000,87.22222222222221,1613.641435014488,13953.231149249146,1942.9236608087658
0 days 00:00:27.176000,87.24305540740741,1625.0,13958.0,1943.0
0 days 00:00:27.356000,87.65972207407407,1887.0,14060.0,1945.0
0 days 00:00:27.407000,87.77777777777777,1942.584077054443,14080.884565611257,1945.4801280217491
0 days 00:00:27.767000,88.33333333333333,2114.35428035907,14130.345058454222,1947.584669915546
0 days 00:00:27.816000,88.39520193939394,2158.0,14140.0,1948.0
0 days 00:00:28.016000,88.64772719191919,2401.0,14194.0,1950.0
0 days 00:00:28.207000,88.88888888888889,2560.660023725568,14225.948721612327,1950.8257327335884
0 days 00:00:28.455000,89.07971686978051,2717.0,14250.0,1952.0
0 days 00:00:28.568000,89.16666666666667,2815.50592152433,14264.80247770662,1953.486976086941
0 days 00:00:28.615000,89.21329371428571,2858.0,14271.0,1954.0
0 days 00:00:28.815000,89.41170641269841,3036.0,14295.0,1955.0
0 days 00:00:28.848000,89.44444444444444,3065.321235701365,14298.58545925628,1955.238924897888
0 days 00:00:29.008000,89.44444444444444,3207.8762032409286,14314.52088944151,1956.7929966780237
0 days 00:00:29.035000,89.48194453333333,3232.0,14317.0,1957.0
0 days 00:00:29.208000,89.72222222222221,3386.9423566743376,14331.49577926491,1957.781101605207
0 days 00:00:29.255000,89.80381955555556,3429.0,14335.0,1958.0
0 days 00:00:29.368000,90.0,3529.943729716438,14342.731902254876,1958.6920972217858
0 days 00:00:29.415000,90.0,3572.0,14346.0,1959.0
0 days 00:00:29.575000,90.0,3716.0,14358.0,1960.0
0 days 00:00:29.608000,90.0,3745.941938885046,14360.487290095562,1960.1932748474944
0 days 00:00:29.735000,90.16035361616161,3860.0,14370.0,1961.0
0 days 00:00:29.935000,90.41287886868687,4040.0,14386.0,1963.0
0 days 00:00:30.048000,90.55555555555556,4183.3777079680885,14397.409940669353,1964.1363791370516
0 days 00:00:30.275000,90.81828711111112,4503.0,14421.0,1966.0
0 days 00:00:30.288000,90.83333333333333,4517.652175924023,14422.047261409647,1966.0763339284822
0 days 00:00:30.488000,90.83333333333333,4686.113281861486,14433.53639149071,1966.8163804300957
0 days 00:00:30.715000,91.09606488888889,4849.0,14443.0,1967.0
0 days 00:00:30.728000,91.11111111111111,4860.672991653535,14443.649966356033,1967.000112728696
0 days 00:00:30.735000,91.05642311111112,4867.0,14444.0,1967.0
0 days 00:00:31.048000,88.61111111111111,5146.217428743913,14457.690743384144,1966.9999999677345
0 days 00:00:31.056000,88.3968253968254,5153.0,14458.0,1967.0
0 days 00:00:31.216000,84.11111111111111,5289.0,14464.0,1967.0
0 days 00:00:31.328000,81.11111111111111,5400.443394578531,14468.546695460973,1967.0019806083676
0 days 00:00:31.556000,73.65079484743586,5616.0,14477.0,1967.0
0 days 00:00:31.727000,68.05555555555556,5689.412765334627,14480.110791474372,1966.9867199309606
0 days 00:00:31.776000,66.62639075555556,5711.0,14481.0,1967.0
0 days 00:00:31.927000,62.22222222222222,5801.243830908269,14484.508145891547,1967.1163883611127
0 days 00:00:32.076000,60.74404825396825,5900.0,14488.0,1967.0
0 days 00:00:32.207000,59.44444444444444,5974.288873011384,14490.20372191913,1966.4333766674215
0 days 00:00:32.316000,56.038196444444445,6035.0,14492.0,1966.0
0 days 00:00:32.447000,51.94444444444444,6114.572071282108,14494.70362387183,1965.9007652842704
0 days 00:00:32.556000,50.80902844444444,6177.0,14497.0,1966.0
0 days 00:00:32.767000,48.61111111111111,6267.953975964967,14500.686760389639,1966.282560146011
0 days 00:00:32.936000,45.303662868686864,6332.0,14504.0,1966.0
0 days 00:00:33.116000,41.7809355959596,6405.0,14509.0,1965.0
0 days 00:00:33.207000,40.0,6438.381375109541,14512.623796324347,1964.8233065112372
0 days 00:00:33.376000,36.948612266666665,6490.0,14520.0,1965.0
0 days 00:00:33.407000,36.388888888888886,6497.621897403751,14521.125299554733,1965.0336934659401
0 days 00:00:33.567000,33.333333333333336,6528.660143682557,14525.955391959094,1965.1760287478048
0 days 00:00:33.696000,32.18154819047619,6566.0,14535.0,1965.0
0 days 00:00:33.847000,30.833333333333332,6636.72600928264,14555.159688326985,1964.3236661075769
0 days 00:00:33.916000,30.247685728395062,6668.0,14565.0,1964.0
0 days 00:00:34.207000,27.77777777777778,6749.125809891019,14598.9184972246,1963.1730459486007
0 days 00:00:34.356000,26.595238603174604,6772.0,14611.0,1963.0
0 days 00:00:34.487000,25.555555555555554,6786.498832582498,14618.465423444997,1962.9561169458245
0 days 00:00:34.647000,24.72222222222222,6803.885531794287,14630.101458085792,1962.99685185433
0 days 00:00:34.655000,24.694513711288415,6805.0,14631.0,1963.0
0 days 00:00:35.048000,23.333333333333332,6875.022983545091,14700.767682636322,1963.0125622297107
0 days 00:00:35.055000,23.309027555555556,6876.0,14702.0,1963.0
0 days 00:00:35.208000,22.77777777777778,6892.625757959306,14726.809333917652,1962.5688112274038
0 days 00:00:35.415000,21.819444148148147,6910.0,14765.0,1962.0
0 days 00:00:35.448000,21.666666666666668,6913.473997747629,14773.073021770177,1961.976988628614
0 days 00:00:35.608000,21.666666666666668,6933.050670783141,14817.111497331452,1962.003505702545
0 days 00:00:35.615000,21.68287051851852,6934.0,14819.0,1962.0
0 days 00:00:35.848000,22.22222222222222,6969.88326064804,14876.775771666886,1961.5161718151287
0 days 00:00:36.008000,22.5,6993.395526023468,14906.932317478584,1961.092819965198
0 days 00:00:36.075000,23.120370962962966,7001.0,14916.0,1961.0
0 days 00:00:36.248000,24.72222222222222,7015.394130231942,14930.64732678072,1960.9786529720814
0 days 00:00:36.335000,25.175347555555554,7026.0,14940.0,1961.0
0 days 00:00:36.408000,25.555555555555554,7038.7201838905385,14951.13646535108,1961.0054110597769
0 days 00:00:36.535000,26.217014222222218,7066.0,14974.0,1961.0
0 days 00:00:36.568000,26.38888888888889,7073.207500228489,14979.562968761054,1960.9992349496574
0 days 00:00:36.808000,26.38888888888889,7126.374574869388,15014.813484748754,1961.0015497941117
0 days 00:00:36.895000,26.539930666666663,7146.0,15026.0,1961.0
0 days 00:00:37.035000,26.78298622222222,7179.0,15043.0,1961.0
0 days 00:00:37.288000,27.22222222222222,7256.156220327852,15075.780594608981,1961.0298735334927
0 days 00:00:37.315000,27.409722666666667,7265.0,15079.0,1961.0
0 days 00:00:37.448000,28.333333333333332,7309.152160164621,15093.425990214568,1960.7120567416393
0 days 00:00:37.656000,29.909090909090907,7373.0,15111.0,1960.0
0 days 00:00:37.888000,31.666666666666664,7423.178304892464,15123.218364604485,1959.2578272411029
0 days 00:00:38.036000,32.69766611150969,7460.0,15131.0,1959.0
0 days 00:00:38.207000,33.888888888888886,7516.864618989275,15142.390438529375,1958.9973358604664
0 days 00:00:38.216000,33.98710247619048,7520.0,15143.0,1959.0
0 days 00:00:38.396000,35.951388190476194,7584.0,15155.0,1959.0
0 days 00:00:38.487000,36.94444444444444,7618.803698610972,15161.19227877061,1958.8548411221257
0 days 00:00:38.687000,40.0,7698.103311690265,15175.025820555884,1958.143285272087
0 days 00:00:38.716000,40.50347111111111,7709.0,15177.0,1958.0
0 days 00:00:38.916000,43.97569333333333,7793.0,15194.0,1957.0
0 days 00:00:38.927000,44.166666666666664,7799.851082930313,15195.5707351068,1956.9771716711903
0 days 00:00:39.116000,46.135416,7945.0,15231.0,1957.0
0 days 00:00:39.247000,47.5,8021.4777070790615,15251.738975420469,1956.611820362757
0 days 00:00:39.487000,48.888888888888886,8105.359062608734,15278.85073120525,1955.2202073570504
0 days 00:00:39.556000,49.94305457777778,8128.0,15286.0,1955.0
0 days 00:00:39.687000,51.94444444444444,8171.64256040027,15299.184154796123,1954.8735923752724
0 days 00:00:39.836000,53.59999928888889,8231.0,15317.0,1955.0
0 days 00:00:39.887000,54.166666666666664,8256.073302968394,15324.731775850812,1955.0559987327108
0 days 00:00:40.036000,55.644840634920634,8337.0,15350.0,1955.0
0 days 00:00:40.167000,56.94444444444444,8403.66445442211,15370.821396125873,1954.1106072379246
0 days 00:00:40.316000,58.167297454545455,8488.0,15399.0,1953.0
0 days 00:00:40.596000,60.465277252525254,8692.0,15475.0,1953.0
0 days 00:00:40.607000,60.55555555555556,8698.504809848599,15477.505181210681,1952.9970007929358
0 days 00:00:40.887000,63.05555555555556,8819.005645019952,15525.28968628153,1952.2538890833823
0 days 00:00:40.936000,63.39583288888889,8844.0,15535.0,1952.0
0 days 00:00:41.096000,64.506944,8941.0,15572.0,1951.0
0 days 00:00:41.247000,65.55555555555556,9026.565737863117,15604.250457626496,1950.2152460878374
0 days 00:00:41.315000,65.76485076040444,9076.0,15622.0,1950.0
0 days 00:00:41.575000,66.56509713188548,9327.0,15708.0,1950.0
0 days 00:00:41.608000,66.66666666666667,9348.971237069441,15715.430244816416,1950.0298619980156
0 days 00:00:41.768000,67.22222222222221,9404.656695465072,15734.031254895493,1950.1857732462095
0 days 00:00:41.915000,66.03124948148148,9453.0,15750.0,1950.0
0 days 00:00:42.008000,65.27777777777777,9504.677798600245,15767.206108471291,1949.6111307805731
0 days 00:00:42.135000,62.631943111111106,9585.0,15794.0,1949.0
0 days 00:00:42.208000,61.11111111111111,9625.101764277995,15807.373884234543,1948.7808652016483
0 days 00:00:42.368000,57.5,9714.159889824461,15833.803128239717,1948.0688470898524
0 days 00:00:42.375000,57.38888787301587,9719.0,15835.0,1948.0
0 days 00:00:42.635000,53.26190374603174,9922.0,15877.0,1944.0
0 days 00:00:42.648000,53.05555555555556,9928.92046562493,15878.323024611456,1943.8411645002616
0 days 00:00:42.808000,51.94444444444444,9973.113198645964,15886.214791198927,1942.6187043539828
0 days 00:00:42.975000,50.63975644444444,10021.0,15883.0,1942.0
0 days 00:00:43.128000,49.44444444444444,10131.03542323446,15873.96129613403,1941.3945803482106
0 days 00:00:43.235000,48.70138844444444,10203.0,15867.0,1941.0
0 days 00:00:43.488000,46.94444444444444,10271.595735774185,15852.572203108708,1940.197861126329
0 days 00:00:43.535000,46.81388871111111,10284.0,15848.0,1940.0
0 days 00:00:43.688000,46.388888888888886,10340.502967788649,15826.592151798552,1939.174166873233
0 days 00:00:43.935000,45.89880939682539,10453.0,15777.0,1938.0
0 days 00:00:43.968000,45.833333333333336,10466.015842499317,15769.753346199435,1937.9550316763973
0 days 00:00:44.116000,45.833333333333336,10522.0,15733.0,1938.0
0 days 00:00:44.288000,45.833333333333336,10596.300609328662,15673.463610986846,1938.0941295371515
0 days 00:00:44.336000,45.833333333333336,10614.0,15658.0,1938.0
0 days 00:00:44.556000,45.833333333333336,10671.0,15599.0,1937.0
